"entity_ID" "nfix" "nfixno" "geo_entity" "entity_class" "longitude" "latitude" "area" "area_ratio" "extent_ratio" "no_polygons" "dist" "botanical_continent" "biome" "geology" "age_Ma" "native_proc" "naturalized_proc" "CHELSA_annual_mean_Temp" "CHELSA_annual_Prec" "GDP" "Popdensity" "HI" "HF" "elev_range"
"438" 10170 67 9 "Department of Río Negro, Uruguay" "Mainland" -57.466369 -32.717257 8812.753565 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 561 5 17.85485 1189.08375 0.05843 7.28876 22.96751 14.98558 185
"439" 10171 39 6 "Department of Rocha, Uruguay" "Mainland" -54.022959 -33.943217 10885.873292 0.999941039732616 0.980900476545437 9 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 570 2 17.07008 1142.21951 0.04293 6.6472 23.49046 15.3188 294
"440" 10172 77 15 "Department of Salto, Uruguay" "Mainland" -57.049476 -31.237183 15852.278039 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 589 0 18.52849 1253.39606 0.07442 8.76076 26.65124 17.33321 355
"441" 10173 58 4 "Department of San José, Uruguay" "Mainland" -56.74567 -34.273959 5467.804416 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 589 3 16.86304 1112.92532 0.27254 20.03278 33.55569 21.78672 195
"442" 10174 57 7 "Department of Soriano, Uruguay" "Mainland" -57.764325 -33.477861 8817.188197 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 517 4 17.30847 1161.63582 0.07571 9.8114 33.70204 21.88304 174
"443" 10175 80 10 "Department of Tacuarembó, Uruguay" "Mainland" -55.807005 -32.039376 15673.507281 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 692 1 17.86131 1217.70489 0.0344 4.97884 23.51272 15.38453 354
"444" 10176 39 4 "Department of T.y. T. Orientales, Uruguay" "Mainland" -54.304915 -33.001396 9453.306591 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 396 0 17.2376 1243.64822 0.04335 5.37148 21.67795 14.19901 352
"445" 10178 400 80 "State of Amazonas, Venezuela" "Mainland" -65.936889 3.412411 183048.343311 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 6118 NA 23.72873 2856.93433 0.00583 0.87363 3.00661 2.00463 2756
"446" 10179 396 68 "State of Bolívar, Venezuela" "Mainland" -63.48633 6.213313 239937.849572 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 5958 NA 24.31155 2357.05057 0.05505 6.198 8.56082 5.75108 2638
"447" 10180 343 76 "State of Delta Amacuro" "Mainland" -61.329942 8.759754 40024.285345 0.990989156511072 0.992926391558842 38 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 4766 NA 25.59613 1787.26406 0.02598 5.73793 11.03127 7.27218 729
"448" 10181 343 76 "French Guiana" "Mainland" -53.230951 3.930452 83300.951032 0.99991172502944 0.999213215070416 15 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 5044 NA 25.53086 2676.87443 0.00046 3.27917 9.11434 6.06412 775
"449" 10183 327 65 "Suriname" "Mainland" -55.915962 4.136237 146425.55183 0.999989346927633 1 11 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 4584 NA 25.54071 2225.65479 0.02669 3.84592 7.7137 5.15071 1112
"450" 10184 86 1 "Parco Nazionale delle Foreste Casentinesi, Monte Falterona e Campigna, Italy" "Mainland" 11.77906 43.867151 369.223967 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1171 19 9.52739 980.38824 0.40712 35.19719 30.12563 19.42044 1061
"451" 10202 68 6 "Ruvubu National Park, Burundi" "Mainland" 30.370549 -3.124595 514.537906 1 1 1 0 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 494 NA 20.2687 1048.43328 0.01256 186.74745 33.70903 21.85284 366
"452" 10207 8 1 "Aniakchak National Monument and Preserve, USA" "Mainland" -157.811253 56.871961 2441.358031 1 1 1 0 "NORTHERN AMERICA" "Boreal Forests/Taiga" NA NA 377 NA 2.51289 495.3957 0.00046 0 4.68872 3.15795 1176
"453" 10209 32 3 "Arches National Park, USA" "Mainland" -109.586309 38.722746 309.195665 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 554 NA 12.58184 238.42451 0.04364 0.03086 14.7115 9.70716 405
"454" 10215 55 11 "Grand Canyon National Park, USA" "Mainland" -112.668547 36.175629 4887.186006 0.9824953979867 0.985403103569417 4 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 1246 NA 14.18598 297.92918 0.00741 0.45557 11.40062 7.57056 2401
"455" 10216 24 3 "Petrified Forest National Park, USA" "Mainland" -109.809904 34.947804 179.715829 0.997018081250929 1 2 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 385 NA 13.58876 275.71318 0.00538 0.15233 13.04247 8.55598 166
"456" 10221 52 5 "Zion National Park, USA" "Mainland" -113.029088 37.302224 547.959133 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 926 NA 11.08149 429.98489 0.05759 0.5738 21.86806 14.4106 1417
"457" 10222 40 2 "Badlands National Park, USA" "Mainland" -102.482597 43.685994 982.826948 0.895137702308911 0.998278998869056 2 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 427 NA 9.81298 422.42048 0.00352 0.08319 14.14432 8.68774 282
"458" 10223 69 12 "Big Bend National Park, USA" "Mainland" -103.22908 29.289605 3165.072928 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 1307 NA 20.54359 310.83526 7e-05 0.07195 10.81734 7.16635 1669
"459" 10224 35 3 "Black Canyon of the Gunnison National Park, USA" "Mainland" -107.670036 38.545877 138.462285 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 668 NA 5.99847 392.42347 4e-05 0.05945 23.71014 15.4058 1055
"460" 10225 43 3 "Bryce Canyon National Park, USA" "Mainland" -112.182831 37.583897 145.756466 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 718 NA 7.43571 314.5 0.07757 0.61155 14.21759 9.33333 631
"461" 10226 50 7 "Canyonlands National Park, USA" "Mainland" -109.879353 38.243338 1336.921125 0.77391936416593 0.843511252997246 25 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 635 NA 12.61689 220.06754 0 0.02077 10.77174 7.14882 919
"462" 10227 60 6 "Capitol Reef National Park, USA" "Mainland" -111.175804 38.174647 983.073334 0.999996874088744 0.915303089767974 2 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 858 NA 10.34175 172.17268 1e-05 0.02035 7.70202 5.14236 1422
"463" 10228 43 12 "Carlsbad Caverns National Park, USA" "Mainland" -104.554038 32.140955 190.265613 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 823 NA 15.40299 412.96269 0.03347 0.09365 8.28516 5.80469 790
"464" 10230 13 1 "Crater Lake National Park, USA" "Mainland" -122.132654 42.941184 737.441147 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 657 NA 4.561 1301.51438 8e-05 0.03931 15.10642 9.81081 1157
"465" 10231 19 2 "Cuyahoga Valley National Park, USA" "Mainland" -81.571478 41.258941 134.910148 0.999801912603343 1 2 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 784 NA 10.4 854.5463 5.41986 52.17917 57.36321 36.99057 161
"466" 10232 55 7 "Death Valley National Park, USA" "Mainland" -117.13259 36.483895 13757.208317 0.999999274271366 1 3 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 876 NA 18.28395 113.48974 0.00192 0.03435 6.83968 4.58207 3292
"467" 10233 22 1 "Denali National Park and Preserve, USA" "Mainland" -151.058196 63.287701 24390.158055 1 1 1 0 "NORTHERN AMERICA" "Tundra" NA NA 702 NA -4.33404 583.21817 0.00022 0.00188 2.55726 1.68997 5968
"468" 10234 43 4 "Everglades National Park, USA" "Mainland" -80.877769 25.470601 4043.414662 0.942795059291399 0.794679550529861 513 0 "NORTHERN AMERICA" "Mangroves" NA NA 691 NA 24.32311 1369.40353 0.21088 0.21054 13.26888 8.70269 16
"469" 10235 23 1 "Gates of the Arctic National Park and Preserve, USA" "Mainland" -153.33541 67.68399 30740.22441 0.987955136011318 0.993546812109432 2 0 "NORTHERN AMERICA" "Tundra" NA NA 543 NA -9.91889 330.04286 0.00077 0.01214 2.62753 1.75144 2187
"470" 10237 32 1 "Glacier National Park, USA" "Mainland" -113.799928 48.683235 4076.672397 0.999889984782606 1 14 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 909 NA 2.84074 823.74767 0.00574 0.02558 8.91043 5.931 1973
"471" 10238 32 1 "Grand Teton National Park, USA" "Mainland" -110.705661 43.81781 1255.291537 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 1001 NA 3.05362 596.02361 0.04423 0.51857 14.46562 9.6002 1790
"472" 10239 23 1 "Great Basin National Park, USA" "Mainland" -114.257886 38.946304 310.854478 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 637 NA 4.75315 293.04832 2e-05 0.06392 5.93534 3.9569 1790
"473" 10240 17 1 "Great Sand Dunes National Park and Preserve, USA" "Mainland" -105.564687 37.767757 155.137054 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 531 NA 5.67217 319.08696 4e-05 0.03886 7.23661 4.82143 645
"474" 10241 53 5 "Great Smoky Mountains National Park, USA" "Mainland" -83.507075 35.602093 2092.627749 0.999593811655988 1 9 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 1141 NA 10.7711 1469.88507 0.15619 0.92507 24.3697 15.8959 1615
"475" 10242 48 10 "Guadalupe Mountains National Park, USA" "Mainland" -104.871381 31.923355 312.319435 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 894 NA 14.20684 354.41981 3e-05 0.02641 6.50602 4.33735 1420
"476" 10244 48 9 "Joshua Tree National Park, USA" "Mainland" -115.838348 33.912743 3171.335962 0.999990844867795 1 2 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 650 NA 18.74675 104.65911 0.1275 0.02261 10.00314 6.83288 1518
"477" 10245 11 1 "Katmai National Park and Preserve, USA" "Mainland" -155.073546 58.577383 18684.321092 0.9994598985454 1 8 0 "NORTHERN AMERICA" "Boreal Forests/Taiga" NA NA 540 NA 1.26565 852.15276 0 0.00044 2.8098 1.89447 2274
"478" 10246 8 1 "Kenai Fjords National Park, USA" "Mainland" -150.130192 59.8134 2564.215263 0.960597916072852 0.97052297547584 37 0 "NORTHERN AMERICA" "Rock and Ice" NA NA 502 NA 0.52654 1205.34231 0 0.00053 7.53948 3.88505 1758
"479" 10247 19 1 "Kobuk Valley National Park, USA" "Mainland" -159.198863 67.353361 7089.233604 1 1 1 0 "NORTHERN AMERICA" "Boreal Forests/Taiga" NA NA 414 NA -6.89251 349.7293 0 4e-05 2.80305 1.87288 1320
"480" 10248 24 1 "Lake Clark National Park and Preserve, USA" "Mainland" -153.566408 60.57603 16171.14389 1 1 1 0 "NORTHERN AMERICA" "Tundra" NA NA 836 NA -1.87595 944.88704 0 0.0127 1.39049 0.94054 2823
"481" 10249 21 1 "Lassen Volcanic National Park, USA" "Mainland" -121.406609 40.493509 436.457591 0.999996707583899 0.931323199725303 2 0 "NORTHERN AMERICA" "Mediterranean Forests, Woodlands & Scrub" NA NA 706 NA 5.39461 992.42665 1e-05 0.00679 11.66517 7.84006 1408
"482" 10250 45 5 "Mammoth Cave National Park, USA" "Mainland" -86.131024 37.197945 205.239842 0.537780125556713 0.92984576233531 6 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 1107 NA 14.20169 1308.16892 0.30627 1.06282 29.28477 18.84437 113
"483" 10251 31 2 "Mesa Verde National Park, USA" "Mainland" -108.462454 37.238358 215.882093 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 649 NA 8.23419 424.56869 0.0086 0.13636 11.98423 8.04101 617
"484" 10252 14 1 "Mount Rainier National Park, USA" "Mainland" -121.70436 46.860614 952.831006 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 687 NA 3.1416 1920.64923 0.01093 0.01743 11.2102 7.574 3690
"485" 10253 22 1 "North Cascades National Park, USA" "Mainland" -121.205689 48.71106 2030.242708 0.583914459255873 0.635948052647026 2 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 954 NA 3.46662 1789.8778 0 0.00412 9.08923 6.10241 2285
"486" 10254 31 1 "Olympic National Park, USA" "Mainland" -123.655134 47.799505 3661.826131 0.962674712531293 0.722316347007928 72 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 857 NA 5.88127 2164.59245 0.00613 0.26756 11.94091 8.00918 2204
"487" 10255 25 2 "Pinnacles National Park, USA" "Mainland" -121.181488 36.490035 106.189239 0.996921834989325 0.825953142148208 4 0 "NORTHERN AMERICA" "Mediterranean Forests, Woodlands & Scrub" NA NA 487 NA 13.5974 359.68831 0.00023 0.43699 14.47742 9.52903 553
"488" 10256 44 2 "Redwood National and State Parks, USA" "Mainland" -123.974263 41.192567 359.649153 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 725 NA 11.7865 1569.07282 0.02924 0.1889 19.92778 13.11691 914
"489" 10257 25 1 "Rocky Mountain National Park, USA" "Mainland" -105.69711 40.355482 1080.464546 0.999999130929373 1 3 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 853 NA -0.03871 482.47573 0.22354 0.26781 23.30158 15.16808 1675
"490" 10258 87 14 "Saguaro National Park, USA" "Mainland" -110.762327 32.209391 381.84745 0.721635936026285 0.349381703100275 3 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 1109 NA 17.69172 400.52465 0.5436 3.9784 25.71402 16.42614 1899
"491" 10259 50 3 "Sequoia and Kings Canyon National Parks, USA" "Mainland" -118.587355 36.711672 3502.854929 0.999999901794391 1 2 0 "NORTHERN AMERICA" "Mediterranean Forests, Woodlands & Scrub" NA NA 1239 NA 4.29922 650.85121 0.00124 0.04317 10.89752 7.3173 3736
"492" 10260 36 4 "Shenandoah National Park, USA" "Mainland" -78.469679 38.491324 792.551948 0.998280572013685 0.998794975606901 4 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 973 NA 10.62735 1261.59145 0.27861 1.35474 28.36139 18.38605 954
"493" 10262 32 1 "Wind Cave National Park, USA" "Mainland" -103.440156 43.587614 113.874683 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 543 NA 8.21649 467.50532 2e-05 0.14972 10.87363 6.84615 325
"494" 10263 29 1 "Wrangell - Saint Elias National Park & Preserve, USA" "Mainland" -142.584926 61.402794 52615.178012 0.999992001680582 1 2 0 "NORTHERN AMERICA" "Tundra" NA NA 929 NA -4.86146 1071.31045 0 0.00364 3.18033 2.1042 5025
"495" 10264 39 2 "Yellowstone National Park, USA" "Mainland" -110.547165 44.596202 8895.991562 0.999900840171233 1 3 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 1057 NA 2.10213 547.46995 0.00546 0.09962 10.37066 6.89624 1663
"496" 10265 60 2 "Yosemite National Park, USA" "Mainland" -119.55727 37.848588 3025.005372 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 1278 NA 5.42394 910.20144 0.01079 0.51148 9.82898 6.55446 3182
"497" 10268 110 13 "Shimba Hills National Reserve, Kenya" "Mainland" 39.387945 -4.257407 224.249816 1 1 1 0 "AFRICA" "Mangroves" NA NA 1301 NA 25.26808 1075.44615 0.02446 28.90423 21.48327 14.01859 324
"498" 10270 27 1 "Banff National Park, Canada" "Mainland" -116.124452 51.544055 6853.209744 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 778 NA -2.12124 588.68834 0.04985 1.38471 8.12135 5.38002 1988
"499" 10272 2 1 "Glacier National Park, Canada" "Mainland" -117.524246 51.270074 1358.277504 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 509 NA -0.155 1472.06746 0.01434 0.00418 7.78674 5.1108 2269
"500" 10273 25 1 "Grasslands National Park, Canada" "Mainland" -106.69375 49.084513 392.323095 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 370 NA 4.68026 328.01288 0 0.06421 6.03933 4.02247 197
"501" 10274 12 1 "Ivvavik National Park, Canada" "Mainland" -139.855645 69.103559 9693.516546 0.999667900499811 1 33 0 "NORTHERN AMERICA" "Tundra" NA NA 242 NA -11.05472 199.80153 0 0 3.16769 2.13769 1638
"502" 10275 21 1 "Jasper National Park, Canada" "Mainland" -117.983332 52.851491 11257.668952 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 715 NA -1.97951 533.68496 0.00991 0.39554 5.44229 3.60236 2536
"503" 10277 31 1 "Kluane National Park, Canada" "Mainland" -139.195282 60.635959 22188.507312 1 1 1 0 "NORTHERN AMERICA" "Tundra" NA NA 797 NA -7.84486 1287.223 0.00072 0.00288 1.27918 0.85154 5387
"504" 10278 22 1 "Kootenay National Park, Canada" "Mainland" -116.041191 50.96278 1384.968453 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 582 NA 0.22108 525.6779 0.00933 0.13967 8.469 5.63579 2107
"505" 10283 20 1 "Nahanni National Park, Canada" "Mainland" -125.654569 61.527449 5319.399636 1 1 1 0 "NORTHERN AMERICA" "Tundra" NA NA 536 NA -3.55825 404.47471 0 4e-05 4.62738 3.08492 2094
"506" 10284 21 1 "Prince Albert National Park, Canada" "Mainland" -106.369589 53.963002 3960.960876 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 573 NA 1.07171 464.02569 0.01114 0.0286 6.20483 4.11341 251
"507" 10285 22 1 "Riding Mountain National Park, Canada" "Mainland" -100.201335 50.829587 3087.686373 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 603 NA 1.4006 521.69305 0.01283 0.13342 8.39653 5.62577 413
"508" 10286 10 1 "Tuktut Nogait National Park, Canada" "Mainland" -121.062873 68.702596 23409.721467 1 1 1 0 "NORTHERN AMERICA" "Tundra" NA NA 219 NA -12.31661 212.14836 0 0 0.3133 0.22279 859
"509" 10288 8 1 "Vuntut National Park, Canada" "Mainland" -139.888634 68.393535 4381.85324 1 1 1 0 "NORTHERN AMERICA" "Boreal Forests/Taiga" NA NA 309 NA -9.40869 229.2486 0 0 1.73867 1.15911 791
"510" 10289 17 1 "Wapusk National Park, Canada" "Mainland" -93.274199 57.792573 10610.688012 1 1 1 0 "NORTHERN AMERICA" "Tundra" NA NA 561 NA -5.40315 375.42957 0.00018 0 1.55063 1.06216 92
"511" 10290 18 1 "Yoho National Park, Canada" "Mainland" -116.526121 51.384598 1287.074747 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 523 NA -1.04979 660.36109 0.00883 0.26061 9.11816 5.99875 2073
"512" 10309 77 14 "Dzanga-Sangha Reserve, Central African Republic" "Mainland" 16.190774 2.977818 3393.105618 1 1 1 0 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 1027 NA 23.58316 1639.85868 0.00968 4.42048 16.29148 10.82854 354
"513" 10310 156 18 "Guinea-Bissau, East" "Mainland" -14.344335 12.162639 14872.419839 1 1 1 0 "AFRICA" "Mangroves" NA NA 945 0 28.05734 1442.77158 0.00974 34.31737 26.43584 17.15399 248
"514" 10311 132 15 "Guinea-Bissau, North" "Mainland" -15.639072 12.215359 11022.109354 0.971106299005786 1 26 0 "AFRICA" "Mangroves" NA NA 886 0 27.40959 1446.25531 0.02853 102.10956 30.80428 19.91683 65
"515" 10312 112 16 "Guinea-Bissau, South" "Mainland" -15.081133 11.484916 6374.833453 0.983893066421731 0.971076391347 23 0 "AFRICA" "Mangroves" NA NA 849 0 27.25868 1983.08982 0.00866 29.86439 32.76701 21.19437 84
"516" 10319 67 12 "Katerniaghat Wildlife Sanctuary, India" "Mainland" 81.191446 28.244709 396.795879 1 1 1 0 "ASIA-TROPICAL" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 551 142 24.54692 1402.75962 0.05131 596.42921 39.40607 25.55218 48
"517" 10320 27 3 "Greater San Quintín, Mexico" "Mainland" -115.975398 30.528782 303.145151 1 1 1 0 "NORTHERN AMERICA" "Deserts & Xeric Shrublands" NA NA 333 NA 20.3828 178.41032 0.95108 114.83666 38.36027 24.01579 137
"518" 10321 53 8 "Mache-Chindul Mountains, Ecuador" "Mainland" -79.795214 0.419733 1179.993738 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 1188 2 23.37509 1567.42238 0.00834 20.02072 22.22383 14.58773 683
"519" 10324 29 1 "Bryansk Nature Reserve, Russian Federation" "Mainland" 33.968739 52.510063 128.791861 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 702 NA 6.62869 643.5 0.00209 19.17888 27.89069 17.95142 62
"520" 10327 71 1 "Papuk Nature Park, Croatia" "Mainland" 17.681073 45.510148 373.957407 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1093 NA 9.38023 916.3955 0.17869 26.36376 26.09609 17.15961 651
"521" 10328 27 1 "Rilomanastirska Gora Nature Reserve, Bulgaria" "Mainland" 23.408174 42.152817 0.523016 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 340 NA 4.48571 771.14286 0.00017 7.83303 28 18 479
"522" 10329 129 11 "Northern Kyrgyzstan, Kyrgyzstan" "Mainland" 74.887089 42.697581 18471.237168 1 1 1 0 "ASIA-TEMPERATE" "Temperate Grasslands, Savannas & Shrublands" NA NA 1684 NA 2.88425 501.60877 0.15084 101.67885 30.90962 19.33653 4072
"523" 10330 94 8 "Issyk-Kul Basin, Kyrgyzstan" "Mainland" 77.544343 42.383799 24049.550892 1 1 1 0 "ASIA-TEMPERATE" "Temperate Grasslands, Savannas & Shrublands" NA NA 1267 NA 1.3285 390.82364 0.02362 18.45389 22.60348 11.43145 3506
"524" 10331 22 2 "Central Tien Shan, Kyrgyzstan" "Mainland" 79.110665 41.982403 10808.57631 1 1 1 0 "ASIA-TEMPERATE" "Montane Grasslands & Shrublands" NA NA 335 NA -5.61453 339.16752 1e-05 7.41035 14.14775 8.77219 5267
"525" 10332 167 15 "Western Tien Shan, Kyrgyzstan" "Mainland" 72.148935 42.094366 26119.848472 1 1 1 0 "ASIA-TEMPERATE" "Temperate Grasslands, Savannas & Shrublands" NA NA 1785 NA 3.18893 550.55978 0.0212 18.69219 26.16323 15.9573 3569
"526" 10333 218 19 "Eastern Fergana Valley, Kyrgyzstan" "Mainland" 72.23384 40.446158 51746.185699 1 1 1 0 "ASIA-TEMPERATE" "Temperate Grasslands, Savannas & Shrublands" NA NA 2449 NA 4.88856 449.76252 0.07202 54.06275 26.66914 16.18109 4914
"527" 10334 139 12 "Tien Shan main massive, Kyrgyzstan" "Mainland" 75.61529 41.415196 61126.1918 1 1 1 0 "ASIA-TEMPERATE" "Montane Grasslands & Shrublands" NA NA 1393 NA -1.03864 341.31253 0.00565 8.3738 19.16718 11.72593 4417
"528" 10335 53 6 "Alay valley, Kyrgyzstan" "Mainland" 72.747673 39.538803 7204.625613 1 1 1 0 "ASIA-TEMPERATE" "Montane Grasslands & Shrublands" NA NA 600 NA -2.59202 319.99503 0.00162 7.98321 20.36411 12.19737 4329
"529" 10336 414 47 "Nicaragua" "undetermined" -85.03839 12.843909 128219.771639 0.999257728766918 0.877466434155121 54 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 5561 NA 25.34828 2218.45375 0.1256 51.36217 30.4649 18.87925 1875
"530" 10337 292 46 "Region del Beni, Bolivia" "Mainland" -65.15385 -13.856612 219769.436313 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 3169 NA 25.40716 1786.50579 0.00556 2.30215 11.12486 7.4117 1524
"531" 10339 172 24 "Region de Chuquisaca, Bolivia" "Mainland" -64.29024 -20.038661 50870.563995 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 2229 NA 16.18587 682.06565 0.02799 11.64502 18.66866 12.19934 4277
"532" 10340 237 37 "Region de Cochabamba, Bolivia" "Mainland" -65.632917 -17.232165 54260.072883 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 4440 NA 16.69266 1757.29265 0.15319 34.21314 23.82235 15.36481 4703
"533" 10341 439 61 "Region de La Paz, Bolivia" "Mainland" -68.125519 -15.223001 131113.905284 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 7530 NA 16.18891 1298.75147 0.07548 22.61638 16.71446 10.54417 6001
"534" 10342 17 2 "Region de Oruro, Bolivia" "Mainland" -67.691408 -18.626186 51674.926262 1 1 1 0 "SOUTHERN AMERICA" "Montane Grasslands & Shrublands" NA NA 392 NA 7.24493 288.03008 0.03488 11.37396 14.20934 8.67581 2714
"535" 10343 168 44 "Region de Pando, Bolivia" "Mainland" -67.317718 -11.091258 63449.027308 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 1840 NA 25.16975 1843.22645 0.00578 2.19261 10.79724 7.15342 243
"536" 10344 59 5 "Region de Potosí, Bolivia" "Mainland" -66.726672 -20.53805 119436.445606 1 1 1 0 "SOUTHERN AMERICA" "Montane Grasslands & Shrublands" NA NA 911 NA 6.32497 219.61885 0.01376 7.88253 14.45003 9.00904 4078
"537" 10345 583 85 "Region de Santa Cruz, Bolivia" "Mainland" -61.460987 -17.294225 355513.510791 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 6836 NA 24.15235 1216.76455 0.03452 8.09393 10.63661 7.12984 3192
"538" 10346 144 26 "Region de Tarija, Bolivia" "Mainland" -63.883076 -21.592586 37305.096901 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2265 NA 18.44716 791.69875 0.04534 13.8413 20.27932 13.26738 4231
"539" 10347 327 48 "Department of Antioquia, Colombia" "Mainland" -75.591697 6.910417 63163.020364 0.99999307491951 0.978484959617329 3 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 7369 156 21.57233 2756.16234 0.56919 97.97689 31.15314 20.26879 3807
"540" 10349 49 6 "Department of Azuay, Ecuador" "Mainland" -79.14646 -3.013809 8006.243744 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 2185 59 12.28995 877.15039 0.92029 98.3567 31.61659 20.22593 4381
